Gen_ACCESSCMT	Gen_COMMENTS	s_Generation	s_GUID	s_Lineage	ACCESSION	PARA_SPEC	PARA_GENUS	HOST_SPEC	HOST_GENUS	CLASS	BODY_LOC	HOSTTAXON	ORIGFLDNO	MUSEUMNO	FIXATIVE	STAINS	MOUNTANT	LOCAL_GEO	LOCAL_POL	LOCAL_MAP	LATDEG	LATMIN	LATSEC	LATDIR	LONGDEG	LONGMIN	LONGSEC	LONGDIR	TYPE_STAT	STORAGE_NO	COLLECTOR	COLL_DATE	IDENTIFIER	IDENT_DATE	DONOR	BORROWER	LOAN_DATE	Create_D	STAGE	SEX	COMMENTS	ACCESSCMT
1	1	1	{AAD257C6-8A0C-11D2-A88F-0080296707ED}		29822		INTESTINAL WALL	GALLUS	GALLUS	MISCELLANEOUS PHYLA	CECUM							NORTH AMERICA	USA,NV,RENO										VOUCHER	2538-D	RECORDS, E B	22-Mar-30	CRAM, E B	29-Mar-30		0					1 vial, voucher.  Piece of intestinal wall that had shape and appearance of a fluke.	
			{CA606092-062F-4914-A39A-082F1C13FD06}		97845		CESTODA cysticercus	THOMSONI	GENYOPHRYNE	CESTODA	mesentery			BPBM-17790 (Bishop Museum, Honolulu)				S. PACIFIC OCEAN	Papua New Guinea,Milne Bay Prov.					N				W	VOUCHERS	220A-25	ALLISON, A	26-Jan-03	BURSEY, C R	12-Apr-06	50	0		4/18/06	cysticercus cysts		1 slide, vouchers.   Locality: Talpos.  Host deposited in Bernice P. Bishop Museum, Honolulu, HI as BPBM-17790.	
1	1	1	{AAD34506-8A0C-11D2-A88F-0080296707ED}		12208.01		STRONGYLE EGGS		GORILLA	NEMATODA								NORTH AMERICA	USA,FL,JACKSONVILLE ZOO										VOUCHER	P144A	GREENE, R	7-Apr-26	STILES, C W	12-Apr-26		0		4/8/97			1 vial. A FECAL SAMPLE.  Tentative species ID.  Also present: Strongylus falcatus, Libyostrongylus hebrenicutus, Trichuris trichura,  Endamoeba coli? Troglodytella gorillae? Diplogaster?  REDETERMINATION: July 2000- J M Kinsella examined and found only strongyle eggs and lots of Entamoeba coli cysts.  All identification of nematodes was done only by eggs present.	
1	1	1	{AAD33C1E-8A0C-11D2-A88F-0080296707ED}		85725	KUNTZI	CENTRORHYNCHUS cystacanth	AMERICANA	GRUS	ACANTHOCEPHALA	SM INTESTINE		"

MGSpalding-G95-95"					NORTH AMERICA	USA,FL,OSCEOLA CO										VOUCHER	M1668-10	SPALDING, M G	17-May-95	KINSELLA, J M	Sep-95		0		10/31/95	Cystacanth		1 slide MGS-G95-95, immature.	
			{E81A2296-549A-11D3-A891-0080296707ED}		89074		ECHINORHYNCHIDAE cystacanth	MABOUIA	HEMIDACTYLUS	ACANTHOCEPHALA	BODY CAVITY							SOUTH AMERICA	BRAZIL,RIO DE JANEIRO,MACAE										VOUCHER	SH123-17	VRCIBRADIC, D	Feb-99	BURSEY, C R	12-Aug-99	50	0		8/17/99	Cystacanth		1 vial, cystacanth.	
			{34811B6F-4DFC-11D4-B443-00B0D02BC4B2}		90340	INGENS	MACRACANTHORHYNCHUS cystacanths	TURCICUS	HEMIDACTYLUS	ACANTHOCEPHALA	between SKIN & MUSCLE		CDCriscione-HETU-6-9/10/98, 58 SLU		AFA	Carmine	Canada balsam	NORTH AMERICA	USA,LA,,MANDEVILLE,FONTIANEBLEAU STATE PARK	30 20.41'N 90 02.24'W	30	21	0	N	90	2	0	W	VOUCHER	M1774-15	CRISCIONE, C D	9-Sep-98	NICKOL, B B	30-Jun-00	152	0		7/5/00	Cystacanths		1 slide, 2 cystacanths, 58 SLU, (#HETU-6-9/10/98 dissected).  Placed in distilled water to evaginate proboscis, AFA, Semichon's acetocarmine, xylene, Canada balsam.  One proboscis artificially evaginated.  Pub 2000, Comparative Parasitol.  ID confirmed by D J Richardson-24 Feb 2006.	
1	1	1	{AAD24F0E-8A0C-11D2-A88F-0080296707ED}		27653		BANANA FIBER	SAPIENS	HOMO	MISCELLANEOUS PHYLA	FECES							NORTH AMERICA	USA,NY,MALONE										VOUCHER	2324-A	KISSANE, J W (MD)	20-Sep-27	CRAM, E B	22-Sep-27		0					1 vial, voucher.  14 month girl, treated with santonin, lavages ect.	
1	1	1	{AAD23750-8A0C-11D2-A88F-0080296707ED}		16886		COCOANUT SHAVINGS	SAPIENS	HOMO	MISCELLANEOUS PHYLA	FECES							NORTH AMERICA	USA,CO,COLORADO SPRINGS										VOUCHER	1536-E	GROVER, B B	Oct-12	HALL, M C; GROVER, B B	Oct-12		0					1 vial, voucher.  Cocoanut shavings -simulates cestode.	
1	1	1	{AAD2374C-8A0C-11D2-A88F-0080296707ED}		16882		GRAPEFRUIT PULP	SAPIENS	HOMO	MISCELLANEOUS PHYLA	FECES							NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	1535-E	BUCK	20-Jan-13	HALL, M C	20-Jan-13		0					1 vial, voucher, grapefruit pulp.	
1	1	1	{AAD24F11-8A0C-11D2-A88F-0080296707ED}		27656		GRAPEFRUIT PULP	SAPIENS	HOMO	MISCELLANEOUS PHYLA	FECES							NORTH AMERICA	USA,WA,PUYALLUP										VOUCHER	2324-B	KALKUS, J W	19-Oct-27	CRAM, E B	27-Oct-27		0					1 vial, voucher.  Vesicles of citrus fruit.	
1	1	1	{AAD250D5-8A0C-11D2-A88F-0080296707ED}		28106		MILK CLOTS	SAPIENS	HOMO	MISCELLANEOUS PHYLA	FECES							NORTH AMERICA	USA,NY,ITHACA										VOUCHER	2362-D	WATTS, S C	2-Oct-27	PRICE, E W	10-Oct-27		0					1 vial, vouchers,  milk clots.  Regarded by sender as segments of Diplogonoporus grandis.	
1	1	1	{AAD236E7-8A0C-11D2-A88F-0080296707ED}		16608		ORANGE PULP	SAPIENS	HOMO	MISCELLANEOUS PHYLA	FECES							NORTH AMERICA	USA,CO,COLORADO SPRINGS										VOUCHER	1543-C	HALL, M C	1-Oct-12	HALL, M C	1-Oct-12		0					1 vial, voucher, orange pulp.	
			{E853B7FE-AD22-11D5-B4AC-00B0D02BC4B2}		9684		Unidentified globular bodies	SAPIENS	HOMO	UNIDENTIFIED	PYLORIS							NORTH AMERICA	USA,PA,PHILADELPHIA (Presbyterian Hosp)					N				W	VOUCHER	816-5	BERKELY, W N	5-Jan-04			0	0					1 slide, voucher.	
			{5F82FF77-7D2D-43A1-918E-942C023092AA}		92002		CENTRORHYNCHIDAE cystacanths	MICROCEPHALA	HYLA	ACANTHOCEPHALA	MESENTERY cysts							N. ATLANTIC OCEAN	TRINIDAD,PELICAN PERCH,SW Fullarton					N				W	VOUCHER	SH129-10	KAISER, H; TRUJILLO, J	25-Aug-01	BURSEY, C R	15-Jan-02	50	0		1/23/02	Cystacanths		1 vial, cystacanths.  Host not deposited.	
			{CDD6E177-6716-11D4-B44C-00B0D02BC4B2}		90584		OLIGACANTHORHYNCHIDAE cystacanths	TORQUATA	HYPSIGLENA	ACANTHOCEPHALA	BODY CAVITY			ASU-2316 (Arizona State Univ Mus)				NORTH AMERICA	USA,AZ,MARICOPA CO,14 MI N JUNC MCDOWELL RD & BEELINE HWY										VOUCHER	SH127-20	MOORE, H R	18-Oct-58	BURSEY, C R	25-Jul-00	50	0		8/1/00			1 vial, cystacanths.  Host deposited in Arizona State Museum as ASU 2316.	
			{DDD1D0EE-457E-40F2-B1EC-D7F6EED13543}		107034		cf. GRAFILLA	KELLETII	KELLETTIA	Miscessaneous Phyla			Host-155			Carmine	Canada balsam	NORTH AMERICA	USA,CA,Santa Barbara Co,Jalama	34 29.65' N; 120 30.27' W	34	29	38	N	120	30	16	W	VOUCHER	SH231:17-62		Jun/Aug2005	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 slide, voucher, poor.   Rhabdocoela: Plathyhelminthes: Turbellaria.  Host-155, marine subtidal gastropod.  34 29.65' N; 120 30.27' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{AC661FC2-63CD-41ED-A068-FCC76B3F333C}		107040		cf. HOPLOPLANA	KELLETII	KELLETTIA	Miscessaneous Phyla			Host-214			Carmine	Canada balsam	NORTH AMERICA	USA,CA,Santa Barbara Co,Ellwood	34 25.63' N 119 55.43' W	34	25	37	N	119	55	25	W	VOUCHER	SH140-28		Jun/Aug2005	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 vial, voucher, okay.  Acotylean polyclad turbellarian.  Host-214, marine subtidal gastropod.  34 25.63' N 119 55.43' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{AE0A486F-EF49-46A9-B897-70FF052216A5}		107035		TETRAPHYLLIDEA  Type C	KELLETII	KELLETTIA	CESTODA			Host-10			Carmine	Canada balsam	NORTH AMERICA	USA,CA,Los Angeles Co,	33 24.66' N; 118 22.62' W	34	41	39	N	117	16	37	W	VOUCHER	SH231:17-63		Jun/Aug2005	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 slide, voucher, fair.  Host-10, marine subtidal gastropod.  Locality: Santa Catilina Island, Italian Gardens.  33 24.66' N; 118 22.62' W.   Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{E3BB7038-1FFA-4358-85B9-C1F12C7E2EA3}		107030		TETRAPHYLLIDEA Type A	KELLETII	KELLETTIA	CESTODA			Host-166			Carmine	Canada balsam	NORTH AMERICA	USA,CA,Los Angeles Co,	33 24.66' N; 118 22.62' W	33	24	39	N	118	22	37	W	VOUCHER	SH231:17-58		Jun/Aug2005	HOOPER, Julie V	4-Jul-13	486	0		7/17/13			1 slide, voucher, very good.   Host-166, marine subtidal gastropod.  Locality: Santa Catilina Island, Italian Gardens.  33 24.66' N; 118 22.62' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{18BB29DE-7163-49D0-8447-ED3FB526200A}		107041		TETRAPHYLLIDEA Type A	KELLETII	KELLETTIA	CESTODA			Host-166					NORTH AMERICA	USA,CA,Santa Barbara Co,	33 24.66' N; 118 22.62' W	33	24	39	N	118	22	37	W	VOUCHER	SH140-28		23-Jun-05	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 vial, voucher, okay.  Host-166, marine subtidal gastropod.   Locality: Santa Catalina Island, Italian Gardens.  33 24.66' N; 118 22.62' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{237347B1-00C6-4FDA-82D4-504CEEFFA512}		107042		TETRAPHYLLIDEA Type A	KELLETII	KELLETTIA	CESTODA			Host-33					NORTH AMERICA	USA,CA,Santa Barbara Co,	33 59.48' N; 119 33.87' W	33	24	28	N	118	22	52	W	VOUCHER	SH140-28		23-Jun-05	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 vial, voucher, okay.  Host-33, marine subtidal gastropod.   Locality: Santa Cruz Island, Yellow Banks (N. Channel Islands). 33 59.48' N; 119 33.87' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{16811651-24FD-4AB8-B0EF-021B05486E33}		107032		TETRAPHYLLIDEA Type B	KELLETII	KELLETTIA	CESTODA			Host-39			Carmine	Canada balsam	NORTH AMERICA	USA,CA,Los Angeles Co,Ellwood	34 25.63' N; 119 55.43' W	34	25	37	N	119	55	25	W	VOUCHER	SH231:17-60		Jun/Aug2005	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 slide, voucher, very good.   Host-39, marine subtidal gastropod.  34 25.63' N; 118 55.43' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{751931A9-38E8-4197-AB56-6E546DFEB1F1}		107037		TETRAPHYLLIDEA Type B	KELLETII	KELLETTIA	CESTODA			Host-13					NORTH AMERICA	USA,CA,Santa Barbara Co,Ellwood	34 25.63' N 119 55.43' W	34	25	37	N	119	55	25	W	VOUCHER	SH140-28		10-Jul-05	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 vial, voucher, okay.  Host-13, marine subtidal gastropod.  34 25.63' N 119 55.43' W.   Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
			{5B8F026B-8FFF-49F2-BF89-FBA7D3C3AEB8}		107038		TETRAPHYLLIDEA Type C	KELLETII	KELLETTIA	CESTODA			Host-13					NORTH AMERICA	USA,CA,Los Angeles Co,	33 24.66' N; 118 22.62' W	33	24	39	N	118	22	37	W	VOUCHER	SH140-28		25-Jun-05	HOPPER, Julie V	4-Jul-13	486	0		7/17/13			1 vial, voucher, okay.  Host-13, marine subtidal gastropod.   Locality: Santa Catilina Island, Italian Gardens.  33 24.66' N; 118 22.62' W.  Pub Hooper, White, Lorda, Koch, Kuris, Hechinger, 2013, Diversity & Distributions: in preparation.	
1	1	1	{AAD2D344-8A0C-11D2-A88F-0080296707ED}		63344		DIDYMOZOID D	LAEVIGATUS	LAGOCEPHALUS	DIGENEA	SM INTESTINE	Pisces: Tetraodontidae	JDThomas-G87				Permount	AFRICA	GHANA,CAPE COAST										VOUCHER	969-15	THOMAS, J D	4-Mar-66	FISCHTHAL, J H; THOMAS, J D	1967		0					1 slide, Didymozoid D, immature, G87. Didymozoidae.  Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
1	1	1	{AAD28E44-8A0C-11D2-A88F-0080296707ED}		43919.02		NOT FOLEYELLA		LAGOTHRIX	NEMATODA			LFConti-6296					NORTH AMERICA	USA,CA,SAN DIEGO,BALBOA PARK										VOUCHER	3918-E; 587-7/9	CONTI, L F	19-Nov-38	BARTLETT, C L	30-Sep-85		0					REDETERMINATION:  probably not Foleyella as is has not been reported from the New World.  Balboa Park is a Zoo......so.......	
1	1	1	{AAD2D350-8A0C-11D2-A88F-0080296707ED}		63357		DIDYMOZOID G	PELI	LARIMUS	DIGENEA	SM INTESTINE	Pisces: Sciaenidae	JHFischthal-G56					AFRICA	GHANA,CAPE COAST										VOUCHER	970-3	FISCHTHAL, J H	19-Jan-66	FISCHTHAL, J H; THOMAS, J D	1967		0					1 slide, Didymozoid G, immature, G56.  Didymozoidae.  Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
			{6B0B3136-29A6-493C-BEDF-360B0C0E627F}		92005		CENTRORHYNCHIDAE cystacanths	FUSCUS	LEPTODACTYLUS	ACANTHOCEPHALA	MESENTERY cysts							N. ATLANTIC OCEAN	TRINIDAD,1 km N Icacos					N				W	VOUCHER	SH129-10	KAISER, H; TRUJILLO, J	25-Aug-01	BURSEY, C R	15-Jan-02	50	0		1/23/02	Cystacanths		1 vial, cystacanths.  Host not deposited.	
			{B4CE25B4-6AC6-4727-8B06-BB8CF424E593}		92009		CENTRORHYNCHIDAE cystacanths	MACROSTERNUM	LEPTODACTYLUS	ACANTHOCEPHALA	MESENTERY cysts							N. ATLANTIC OCEAN	TRINIDAD,1 km N Icacos					N				W	VOUCHER	SH129-10	KAISER, H; TRUJILLO, J	25-Aug-01	BURSEY, C R	15-Jan-02	50	0		1/23/02	Cystacanths		1 vial, cystacanths.  Host not deposited.	
1	1	1	{AAD33ACC-8A0C-11D2-A88F-0080296707ED}		85452	HYLAE	PORRORCHIS cystacanths	BURTONIS	LIALIS	ACANTHOCEPHALA	MESENTERY; BOWEL SEROSA			CMNH-142375 (Carneige Mus Nat Hist-Amph/Rept)		Carmine	Permount	AUSTRALASIA	AUSTRALIA										VOUCHER	M1665-24; SH118-16	BOLETTE, D P	10-May-94	BOLETTE, D P	25-Sep-95		0		9/26/95	Cystacanth		1 slide, 1 vial, vouchers, cystacanths.  Carmine, PERMOUNT.   Host was imported from Australia by Zooherp Inc. of Utah under Fish & Wld Permit No 761177. Then sold to Univ of Pitsburgh, Dept Lab Animal Resourses.  Host deposited in Carneige Museum of Natural History - Amphibian & Reptiles as CMNH-142,375.  New paratenic host record: 2 of 18 reccovered.	
			{E81A229A-549A-11D3-A891-0080296707ED}		89078		ECHINORHYNCHIDAE cystacanth	AGILIS	MABUYA	ACANTHOCEPHALA	BODY CAVITY							SOUTH AMERICA	BRAZIL,RIO DE JANEIRO,GRUMARI										VOUCHER	SH123-17	VRCIBRADIC, D	Feb-99	BURSEY, C R	12-Aug-99	50	0		8/17/99	Cystacanth		1 vial, cystacanth.	
			{E81A229B-549A-11D3-A891-0080296707ED}		89079		OLIGACANTHORHYNCHIDAE cystacanth	AGILIS	MABUYA	ACANTHOCEPHALA	BODY CAVITY							SOUTH AMERICA	BRAZIL,RIO DE JANEIRO,GRUMARI										VOUCHER	SH123-17	VRCIBRADIC, D	Feb-99	BURSEY, C R	12-Aug-99	50	0		8/17/99	Cystacanth		1 vial, cystacanth.	
			{A89CEF91-AE86-4A2B-929C-B0ABB7D30160}		105751		SEBEKIA ?	MULATTA	MACACA	ARTHROPODA			Hazelton-39-410			H&E	Canada balsam	NORTH AMERICA	USA,PA,Hazelton,Hazelton Labs					N				W	VOUCHER	352A-16	sent in by Hazelton Lab		CHITWOOD, M B	1966	0	0		6/7/12	Larva		1 slide, voucher, tissue sections.  Pentostome in Rhesus monkey.  Hazelton-39-410.  Found in J. Ralph Lichtenfels room May 2012.  NOTE: Hazelton Labs are currently Covance Labs - Tobacco research and animal testing.	
1	1	1	{AAD32DDF-8A0C-11D2-A88F-0080296707ED}		15931		BANANA FIBER	RHESUS	MACACUS	MISCELLANEOUS PHYLA	INTESTINE							NORTH AMERICA	USA,CO,COLORADO SPRINGS										VOUCHER	1393-B	HALL, M C	10-Jun-11	HALL, M C	10-Dec-11		0					1 vial, voucher.  Though to be a parasite.	
			{8F79425B-576A-11D4-B445-00B0D02BC4B2}		90527		POLYMORPHUS cystacanth	MACRORHYNCHA	MAYBUYA	ACANTHOCEPHALA	BODY CAVITY							SOUTH AMERICA	BRAZIL,RIO DE JANEIRO,MACAE										VOUCHER	SH127-20	VRCIBRADIC, D	Feb-00	BURSEY, C R	14-Jul-00	50	0		7/21/00	Cystacanth		1 vial, cystacanth.	
			{27158F93-F5D0-4DBB-84AB-29E4B60CC5B6}		103911		DIGENEA unidentified	ALCYON	MEGACERYLE	DIGENEA	intestine					Carmine/eosin	Canada balsam	NORTH AMERICA	USA,OH,near London, fish hatchery					N				W	VOUCHERS	344A-25	MUZZALL, P M	2009	MUZZALL, P M	7-Oct-10	112	0		10/13/10			1 slide, voucher.  Stain: Grenarchers Borax Carmine with HCL/Canada balsam.	
			{734C438F-FED6-11D2-A891-0080296707ED}		88779		OLIGACANTHORHYNCHIDAE cystacanths	EURYXANTHUS	MICRUROIDES	ACANTHOCEPHALA	MESENTERY			UAZ-39680 (Univ AZ Coll)				NORTH AMERICA	USA,AZ,COCHISE CO										VOUCHER	SH123-10	MARLOWE, H	19-Jul-55	BURSEY, C R	23-Apr-99	50	0		4/30/99			1 vial, cystacanths.  Host #UAZ 39680.	
1	1	1	{AAD2A2D8-8A0C-11D2-A88F-0080296707ED}		48910		LICE, FISH		MOLA	ARTHROPODA	GILLS							NORTH AMERICA	USA,CA,LA JOLLA										VOUCHER	4401-B	YOUNG, R T	11-Feb-36				0					1 vial, vouchers.  Host: Saltwater fish louse.	
1	1	1	{AAD2A2D9-8A0C-11D2-A88F-0080296707ED}		48911		LICE, FISH		MOLA	ARTHROPODA	SKIN							NORTH AMERICA	USA,CA,LA JOLLA										VOUCHER	4400-C	YOUNG, R T	11-Aug-36				0					1 vial, vouchers.	
			{63528EA7-6CFB-4147-A394-0CF2DA8905E4}		105774		Cestode pleuroceroids & merocercoids	LATERALIS	MULINIA	CESTODA					NBFormalin 10%			NORTH AMERICA	USA,SC,Charleston Co,Folly Beach		32	39	58	N	79	56	21	W	VOUCHERS	SH139-29	de BURON, Isaure	4-Jul-10	de BURON, Isaure	16-May-12	301	0	6/12/12	6/12/12	Larvae		1 vial (2 small tubes), vouchers, ~10 clams each.  Dwarf surf clams infected with plerocercoides & meroceroids.  Over 75% of surf clams were infected & were collected during a massive exhumation at Folly Beach in July 2012.  Pub de Buron, 2012, J Parasitol: to be submitted.	
			{7B92064C-7CFC-11D4-B450-00B0D02BC4B2}		90641		CREPIDOSTOMUM cercariae	PARTMEIUM	MUSCULIUM	DIGENEA	DIGESTIVE GLAND				Formalin	Carmine	Canada balsam	NORTH AMERICA	USA,CT,WINDHAM,HALLS POND										VOUCHER	M1777-14/15	BOGEA, T	1996	BOGEA, T	11-Aug-00	164	0		8/28/00	Cercariae		2 slides, vouchers, cercariae.  Allocrediidae.  Host ID by Garry Mackie. Fix 5% buff. Formalin phosphate, Semichon's acetocarmine, Canada balsam.  Pub Bogea & Caira, 2001, J Parasitol 87(2): 273-286.	
1	1	1	{AAD2A007-8A0C-11D2-A88F-0080296707ED}		48203		ASCARIDIDAE ?		MUSKRAT	NEMATODA	CECUM		Weinzierl-14					NORTH AMERICA	USA,MI,Saginaw Co,Chesaning										VOUCHER	SH67-28	WEINZIERL	28-Mar-28				0					1 vial, vouchers.  Weinzierl-14.	
1	1	1	{AAD33857-8A0C-11D2-A88F-0080296707ED}		27421		TISSUE CYST	NIGRICOLLIS	NAJA	MISCELLANEOUS PHYLA	INTESTINE							AFRICA											VOUCHER	3421-D	PRICE, E W	5-Nov-21				0		5/24/95			1 vial, voucher.  Original locality Tanganyika Territory, Africa from Mann Coll - Chrysler Smithsonian Exp.  Animals brought back for the Nat Zool Park with a high mortality rate.	
			{3F14537E-7455-4F7F-BF27-5D05BB737AAE}		105885		DIGENEA- metacercariae	VIRIDESCENS	NOTOPTHALMUS	DIGENEA	liver cysts		MConnier-170312	ASUMZ to be deposited				NORTH AMERICA	USA,AR,Marion Co					N				W	VOUCHERS	353A-25	CONNIOR, Matt	17-Mar-12	BURSEY, C R	18-Jul-12	50	0		7/23/12	Metacercaria/e		1 slide, vouchers, metacercariae.   MConnier-170312.  Localtiy: Radium Springs.   Host to be deposited in the  Arkansas State University Herpetological Collection as ASUMZ xxxxxx.	
1	1	1	{AAD33578-8A0C-11D2-A88F-0080296707ED}		84237	SPINDLATUS	POLYMORPHUS cystacanths	AGASSI	ORESTIAS	ACANTHOCEPHALA	LIVER							SOUTH AMERICA	PERU,LAKE TITICACA										VOUCHER	M1638-9/16	AMIN, O M	1991	AMIN, OM; HECKMANN, R A;MESA, R; MESA, E	1-Oct-94		0			Cystacanths		"9 slides,cystacanths, collected in Peru 1991-1993, 3 males, 6 females.  Pub 1995, J Helm Soc Wash 62:249-253.  Additional specimens deposited Manter Lab Coll, Nebraska State Museum.
"	
			{E7C74CEF-B027-4B89-8D6D-5BB6C62AFDF6}		106348	CAPILLARIS	M UELLERIUS	MOSCHATUS WARDI	OVIBOS	NEMATODA	left lung - diaphramatic lobe		11-4-V84					EUROPE	Norway					N				W	VOUCHERS	M1967-E	KUTZ, Susan & others	9-Dec-11	Verocai, Gui G	Dec-12	423	0		12/11/12	Adults		1 vial, vouchers, adults.  Host: 11-4-V84, adult female.  Protostrongylidae.  Molecularly based on ITS-2 region rDNA.	
			{CDD6E178-6716-11D4-B44C-00B0D02BC4B2}		90585		OLIGACANTHORHYNCHIDAE cystacanths	AENEUS	OXYBELIS	ACANTHOCEPHALA	BODY CAVITY			UAZ-46662 (Univ Arizona Coll)				NORTH AMERICA	MEXICO,SONORA,CHOQUINCALMI										VOUCHER	SH127-20	SALMON, J	13-Jul-86	BURSEY, C R	25-Jul-00	50	0		8/1/00	Cystacanths		1 vial, cystacanths.  Host deposited as UAZ 46662.	Thank you for depositing the specimens.
			{73305AF2-FB3A-11D3-A892-0080296707ED}		89819		OLIGACANTHORHYNCHIDAE CYSTACANTH	DACNICOLOR	PACHYMEDUSA	ACANTHOCEPHALA	STOMACH			UAZ-46689 (Univ Arizona Coll)				NORTH AMERICA	MEXICO,SONORA,VIC CHOQUINCAHUE										VOUCHER	SH126-3	SALMON, J V	Jul-86	BURSEY, C R	15-Mar-00	50			3/22/00	Cystacanths		1 vial, cystacanths.  Host deposited Univ of Arizona as UAZ 46689.	
			{33D50628-ECCF-4C2D-BDF9-7749D8B851F0}		92511		CESTODA LARVA	ERYTHRORHYNCHOS	PELECANUS	DIGENEA	SUBCUTAENOUS			UF-W99-210 (Univ Florida Coll)		Haematoxylin	Canada balsam	NORTH AMERICA	USA,FL,Orange Co	30.20N;82.35W-24.50N;80.37W				N				W	VOUCHER	104A-22	HOVIS, J	8-Feb-99	Kinsella, JM;Spalding, MG;Forrester, DJ	22-Oct-02	14	0		10/30/02	Larva		1 slide, voucher, larva.  White pelican-UF-W99-210.  Pelicans were collected between 1982 and 2001 from 10 counties in FL, ranging from 30.20 N; 82.35 W to 24.50 N; 80.37 . Pub. Kinsella, Spalding, & Forrester, 2004, Comp. Parasitol. 71(1): 29-36.	
1	1	1	{AAD2B278-8A0C-11D2-A88F-0080296707ED}		55186		NEMATODA & OTHERS	FLAVESCENS	PERCA	NEMATODA	LIVER		KWu-293-295,362,364,365,384,389c,401a					NORTH AMERICA	USA,MI,DOUGLAS LAKE										VOUCHER	SH69-23	WU, Kuang	24-Jul-30	WU, Kuang	1931		0			Metacercaria/e		1 vial, encysted.   KWu-293 male, 8.8 cm, 294 male, 11.1 cm; 295 male, 11.3 all collected 7/12/3  Douglas L; 362 female 10 cm 7/20/30; 364 female 9.9 cm 7/21/30; 365 female 9.3 cm 7/21/30; 384 female, 12.5 cm 7/23/30; 389C female 12 cm 7/23/30; 401A female 14 cm 7/24/30.	
1	1	1	{AAD33696-8A0C-11D2-A88F-0080296707ED}		56934		CLADOTAENIA or PARUTERINA	FLORIDANUS	PEROMYSCUS	CESTODA	LIVER							NORTH AMERICA	USA,FL,LEVY CO,7 MI W OTTER CREEK										VOUCHER	4650A	LAYNE, J N	15-May-59	BECKLUND, W W	28-Apr-60		0		12/15/94			1 vial, larvae. Paruterina or Cladotaenia.  48 hooks: lg=40 um, sm=30 um.  See drawing of hooks Document #404.	
			{E9A9A390-9682-11D3-A891-0080296707ED}		89269		OLIGACANTHORHYNCHIDAE cystacanth	DITMARSI	PHRYNOSOMA	ACANTHOCEPHALA	STOMACH			UAZ-32340 (Univ Arizona Coll)				NORTH AMERICA	MEXICO,SONORA,CANANEA										VOUCHER	SH123-24	GEIGER, P	6-Sep-70	BURSEY, C R	4-Nov-99	50	0		11/9/99	Cystacanth		1 vial, cystacanth.  Host deposited in UAZ 32340.	
			{7B92064D-7CFC-11D4-B450-00B0D02BC4B2}		90642		BUNODERA cercariae	CASERTANUM	PISIDIUM	DIGENEA	DIGESTIVE GLAND				Formalin	Carmine	Canada balsam	NORTH AMERICA	USA,CT,GRISWOLD,PACHAUG POND										VOUCHER	M1777-16/17	BOGEA, T	1998	BOGEA, T	11-Aug-00	164	0		8/28/00	Cercariae		2 slides, vouchers, cercariae.  Allocrediidae.  Host ID by Garry Mackie. Fix 5% buff. Formalin phosphate, Semichon's acetocarmine, Canada balsam.  Pub Bogea & Caira, 2001, J Parasitol 87(2): 273-286.	
			{41BF0F12-8460-4FD6-862F-668BA91B8A11}		93535		CESTODE pleurocercoid	SEQUOYAH	PLETHODON	CESTODA	INTESTINE							NORTH AMERICA	USA,OK,McCurtian Co,Beaver's Bend State Park					N				W	VOUCHER	118A-6	McALLISTER, C T	3-Jun-03	BURSEY, C R	21-Jul-03	50	0		7/28/03	Pleurocercoid		1 slide, pleurocercoid.  Host not deposited.	
